LU_NAME,KEY_REF,STEP_NO,DESCRIPTION,APP_DATE,NOTE,PREV_APPROVAL_DATE,PERSON_ID,APPROVAL_STATUS
DocIssue,DOC_CLASS=470^DOC_NO=3131918^DOC_REV=()^DOC_SHEET=1^,20,approve,19-Jan-21,,19-Jan-21,100220,Approved
OrderQuotation,QUOTATION_NO=1298226^,10,Sales: Send quote to Engineering,19-Jan-21,,20-Jan-21,100615,Approved
CustomerInfo,CUSTOMER_ID=186935^,10,CSR does initial customer master setup,19-Jan-21,,20-Jan-21,100615,Approved
InventoryPart,CONTRACT=100^PART_NO=S236895PD^,50,TSCS Design Engineer (Output/AI),19-Jan-21,,19-Jan-21,100634,Approved
DocIssue,DOC_CLASS=866^DOC_NO=3050628^DOC_REV=(A)^DOC_SHEET=1^,20,Process Engineering Manager,19-Jan-21,,19-Jan-21,100220,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3165361^DOC_REV=()^DOC_SHEET=1^,10,Originator,19-Jan-21,,19-Jan-21,103952,Approved
DocIssue,DOC_CLASS=842^DOC_NO=SEO-2436^DOC_REV=()^DOC_SHEET=1^,90,Recieve in PO,19-Jan-21,,20-Jan-21,100294,Approved
DocIssue,DOC_CLASS=842^DOC_NO=SEO-2436^DOC_REV=()^DOC_SHEET=1^,50,Chcek in parts,19-Jan-21,,20-Jan-21,100294,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165665^DOC_REV=()^DOC_SHEET=1^,50,Tech/Process Owner Release,19-Jan-21,,19-Jan-21,103268,Approved
InventoryPart,CONTRACT=100^PART_NO=S209158PA40Z89^,10,Snsr/Inst: Dsgn Engineer - Set up new IP,19-Jan-21,,,100304,Approved
DocIssue,DOC_CLASS=470^DOC_NO=3131918^DOC_REV=()^DOC_SHEET=1^,10,write,19-Jan-21,,19-Jan-21,100597,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165846^DOC_REV=()^DOC_SHEET=1^,50,Tech/Process Owner Release,19-Jan-21,,19-Jan-21,103268,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165846^DOC_REV=()^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,19-Jan-21,,19-Jan-21,103412,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165838^DOC_REV=()^DOC_SHEET=1^,50,Tech/Process Owner Release,19-Jan-21,,19-Jan-21,103268,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165838^DOC_REV=()^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,19-Jan-21,,19-Jan-21,103412,Approved
OrderQuotation,QUOTATION_NO=1298146^,50,Setup-SI: Eng Coordinator Cust Drwg,19-Jan-21,"The following are set-up:
406743-202D = S236248PE143Z72C24FG180
406743-202E = S236248PE143Z36C24FG180
These are new models that will need to have documentation created before build.
Pricing per notes on S236248 Quote (uses adders for S100839 and added FG180)
CDO 1-19-21
",19-Jan-21,100309,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3165763^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer,19-Jan-21,,19-Jan-21,103632,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3165792^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer,19-Jan-21,,19-Jan-21,103632,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165846^DOC_REV=()^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,19-Jan-21,,19-Jan-21,103676,Approved
InventoryPart,CONTRACT=100^PART_NO=C1C237201^,20,"Engineer to model setup, HEMI AI",19-Jan-21,,15-Jan-21,102057,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165838^DOC_REV=()^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,19-Jan-21,,19-Jan-21,103676,Approved
InventoryPart,CONTRACT=100^PART_NO=C1C237201 L1^,10,Complete IFS Structures & Routings,19-Jan-21,,19-Jan-21,102057,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165846^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,19-Jan-21,,19-Jan-21,100021,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165838^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,19-Jan-21,,19-Jan-21,100021,Approved
MrbHead,MRB_NUMBER=4935^,20,Buyer - Get Certs,19-Jan-21,,20-Jan-21,100308,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165817^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,19-Jan-21,,20-Jan-21,103161,Approved
DocIssue,DOC_CLASS=A1000^DOC_NO=3165843^DOC_REV=()^DOC_SHEET=1^,20,eng,19-Jan-21,,19-Jan-21,100434,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165846^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,19-Jan-21,,19-Jan-21,103268,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165817^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,19-Jan-21,,20-Jan-21,103428,Approved
InventoryPart,CONTRACT=100^PART_NO=E2C237116^,70,DE- NPI Hold: approve after Rel Mtg.,19-Jan-21,,20-Jan-21,103905,Approved
OrderQuotation,QUOTATION_NO=1297915^,30,Heaters: Engineering respond to quote,19-Jan-21,"(20), 01/08/2021, Genesis BPS, Inside Sales, 2 heater models, Jacob Diamanti, 302-308-3426, jdiamanti@genesisbps.com . Please review the attached email to quote.  Any questions on this quote, please contact Joe McAulay directly. Thanks. Thuy   

Two different parts.  Quantity of 36 of each.

Part numbers will be created by Steve N.

Part 1 description.  MT Plus Heater

Part 2 description.  Teflon Heater

These are the same as previous part # HSFAP235380 just with different materials.  Previous quote 1291407. Steve has all of the details already.",20-Jan-21,100566,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165838^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,19-Jan-21,,19-Jan-21,103268,Approved
OrderQuotation,QUOTATION_NO=1298146^,40,Setup-SI: Eng Coordinator Cust Drwg,19-Jan-21,"The following are set-up:
406743-202D = S236248PE143Z72C24FG180
406743-202E = S236248PE143Z36C24FG180
These are new models that will need to have documentation created before build.
Pricing per notes on S236248 Quote (uses adders for S100839 and added FG180)
CDO 1-19-21
",19-Jan-21,100309,Approved
OrderQuotation,QUOTATION_NO=1298046^,40,Product Manager Review - Spaceflight,19-Jan-21,,19-Jan-21,102690,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165665^DOC_REV=()^DOC_SHEET=1^,45,Prod Supervisor Appr_Delete if lead appr,19-Jan-21,,19-Jan-21,103455,Approved
OrderQuotation,QUOTATION_NO=1298219^,10,Sales: Send quote to Engineering,19-Jan-21,"(30) 1/20/2020 - Mayekawa USA Inc - (Ja) MYCOM - Standard part set up - qty 6 pcs - PN: S153PE40Z300A - PGT tool isnt allowing me to use the base part number. Please set part number up. 
",19-Jan-21,103353,Approved
InventoryPart,CONTRACT=100^PART_NO=370-C1000R^,10,Snsr/Inst: DE - Set up - per SPI-0373,19-Jan-21,,20-Jan-21,104126,Approved
CustomerOrder,ORDER_NO=1703607^,20,Quality Clause Review,19-Jan-21,"ORDER IN HOUSE, 30, 1/20, Order 1703607, Market Code, Inside Sales, S100359PG (25 pcs).
Please review the following clauses from Purchase Order Comments (doc# 2837602, attached) and enter into the Customer Requirements Tool for this model. 
43 Calibration of Inspection Tools/gauges used for Manufacturing ",19-Jan-21,103721,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165665^DOC_REV=()^DOC_SHEET=1^,40,QE Approval_Delete if QTech approves,19-Jan-21,,19-Jan-21,103456,Approved
InventoryPart,CONTRACT=100^PART_NO=S236050^,370,TSCS Eng Coordinator,19-Jan-21,MU's in IFS and SO started,19-Jan-21,100309,Approved
DocIssue,DOC_CLASS=A2600^DOC_NO=3159662^DOC_REV=()^DOC_SHEET=1^,20,Acknowledgement of Training,19-Jan-21,,6-Jan-21,103232,Approved
DocIssue,DOC_CLASS=A2600^DOC_NO=3159599^DOC_REV=()^DOC_SHEET=1^,20,Acknowledgement of Training,19-Jan-21,,6-Jan-21,103232,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3163074^DOC_REV=()^DOC_SHEET=1^,135,Eng- Make updates to AI,19-Jan-21,"Ben, it appears that the AI has not been updated per the ECO",20-Jan-21,104102,Approved
DocIssue,DOC_CLASS=A2600^DOC_NO=3159655^DOC_REV=()^DOC_SHEET=1^,20,Acknowledgement of Training,19-Jan-21,,6-Jan-21,103232,Approved
OrderQuotation,QUOTATION_NO=1297976^,80,Sales: Send quote to Engineering,19-Jan-21,,19-Jan-21,103513,Approved
InventoryPart,CONTRACT=100^PART_NO=S234114PD3E532^,250,Group Lead (Process SO),19-Jan-21,,19-Jan-21,100366,Approved
InventoryPart,CONTRACT=100^PART_NO=TC2229KU110X250T96^,18,Snsr/Inst: Dsgn Engineer - Set up new IP,19-Jan-21,,20-Jan-21,103232,Approved
DocIssue,DOC_CLASS=842^DOC_NO=SEO-2448^DOC_REV=()^DOC_SHEET=1^,140,Create Customer Order,19-Jan-21,,19-Jan-21,100294,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3161762^DOC_REV=()^DOC_SHEET=1^,55,MFG Eng - Add to open ECO,19-Jan-21,"Nathanael, we currently have an open ECO # 3159905 - do we want to add this ECR?  Please check with Sam.",19-Jan-21,104118,Approved
CustomerOrder,ORDER_NO=1703486^,20,Contracts: Over $150K Review ,19-Jan-21,"10,1/19/21,This is a PO Amphenol,Michael Whitney No change to Terms overr 150K
",15-Jan-21,103517,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3159654^DOC_REV=()^DOC_SHEET=1^,50,Mfg Eng or Orig - Review ECR Disposition,19-Jan-21,,19-Jan-21,103268,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3161762^DOC_REV=()^DOC_SHEET=1^,50,Mfg Eng or Orig - Review ECR Disposition,19-Jan-21,,19-Jan-21,103268,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3161753^DOC_REV=()^DOC_SHEET=1^,50,Mfg Eng or Orig - Review ECR Disposition,19-Jan-21,,19-Jan-21,103268,Approved
DocIssue,DOC_CLASS=675^DOC_NO=3142789^DOC_REV=MU1^DOC_SHEET=1^,40,Snsr/Inst Eng coordinator- Inactive,19-Jan-21,,19-Jan-21,100309,Approved
InventoryPart,CONTRACT=100^PART_NO=TS236796^,140,TSCS Eng Coordinator (Set-up Proto PBR),19-Jan-21,,19-Jan-21,100309,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165601^DOC_REV=()^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,19-Jan-21,,19-Jan-21,103043,Approved
InventoryPart,CONTRACT=100^PART_NO=287-237288^,10,Congnizant Engineer,19-Jan-21,,20-Jan-21,102057,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3130391^DOC_REV=()^DOC_SHEET=1^,20,"Dft - Update Genflex / IGI database ""-N""",19-Jan-21,,19-Jan-21,103273,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3165792^DOC_REV=()^DOC_SHEET=1^,10,Process ECO,19-Jan-21,,19-Jan-21,100259,Approved
DocIssue,DOC_CLASS=580^DOC_NO=3162508^DOC_REV=1^DOC_SHEET=1^,30,Release Doc,19-Jan-21,,13-Jan-21,100551,Approved
DocIssue,DOC_CLASS=842^DOC_NO=SEO-2448^DOC_REV=()^DOC_SHEET=1^,130,"Create shop order, Notify Planner",19-Jan-21,,19-Jan-21,100294,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165601^DOC_REV=()^DOC_SHEET=1^,40,QE Approval_Delete if QTech approves,19-Jan-21,,19-Jan-21,103385,Approved
DocIssue,DOC_CLASS=842^DOC_NO=SEO-2448^DOC_REV=()^DOC_SHEET=1^,90,Recieve in PO,19-Jan-21,,19-Jan-21,100294,Approved
DocIssue,DOC_CLASS=842^DOC_NO=SEO-2448^DOC_REV=()^DOC_SHEET=1^,50,Chcek in parts,19-Jan-21,,19-Jan-21,100294,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3165763^DOC_REV=()^DOC_SHEET=1^,10,Process ECO,19-Jan-21,,19-Jan-21,100259,Approved
CustomerOrder,ORDER_NO=1703607^,10,Sales: Start Clause Review,19-Jan-21,Removed Contract Analyst and Finance. No requirements require Contract Analyst and Finance review. ,19-Jan-21,100181,Approved
MrbHead,MRB_NUMBER=4922^,30,SQE Reveiw,19-Jan-21,,19-Jan-21,103491,Approved
MrbHead,MRB_NUMBER=4922^,20,Buyer - Get Certs,19-Jan-21,,19-Jan-21,103239,Approved
InquiryOrder,INQUIRY_NO=8049^,30,Engineering,19-Jan-21,,14-Jan-21,103386,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165665^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,19-Jan-21,,19-Jan-21,103309,Approved
NonConformanceReport,NCR_NO=1281^,40,Document Completed Correction Activity,19-Jan-21,,19-Jan-21,100690,Approved
OrderQuotation,QUOTATION_NO=1298213^,10,Sales: Send quote to Engineering,19-Jan-21,,19-Jan-21,100510,Approved
MrbHead,MRB_NUMBER=4934^,30,QA MRB Disposition & Content,19-Jan-21,,19-Jan-21,103834,Approved
InventoryPart,CONTRACT=100^PART_NO=HAP236728^,120,EC - Release to Technician/Status Q,19-Jan-21,,19-Jan-21,100259,Approved
OrderQuotation,QUOTATION_NO=1298192^,40,Setup-SI: Eng Coordinator Cust Drwg,19-Jan-21,"(21),1/19/21, Beijing Dictronix, Bob Xu, Sensor , pls set up below P/N S100013PD154Z4 to quote as I can’t set up via PGT Tool, thanks !",20-Jan-21,100309,Approved
DocIssue,DOC_CLASS=675^DOC_NO=3142789^DOC_REV=MU1^DOC_SHEET=1^,30,Snsr/Inst Engineer- Check AI MU,19-Jan-21,,19-Jan-21,100690,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3163053^DOC_REV=()^DOC_SHEET=1^,270,QA Eng- ECO review if corrective action,19-Jan-21,,20-Jan-21,103456,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165632^DOC_REV=()^DOC_SHEET=1^,50,Tech/Process Owner Release,19-Jan-21,,19-Jan-21,100369,Approved
DocIssue,DOC_CLASS=470^DOC_NO=3134573^DOC_REV=()^DOC_SHEET=1^,10,Engineering prepare test report,19-Jan-21,,19-Jan-21,100573,Approved
DocIssue,DOC_CLASS=470^DOC_NO=3134583^DOC_REV=()^DOC_SHEET=1^,10,Engineering prepare test report,19-Jan-21,,19-Jan-21,100573,Approved
InventoryPart,CONTRACT=100^PART_NO=S236680^,70,TSCS Eng Coordinator,19-Jan-21,MU's in IFS and SO started,19-Jan-21,100309,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165632^DOC_REV=()^DOC_SHEET=1^,45,Prod Supervisor Appr_Delete if lead appr,19-Jan-21,,19-Jan-21,103334,Approved
MrbHead,MRB_NUMBER=4934^,20,Eng MRB Disposition,19-Jan-21,,19-Jan-21,100624,Approved
ReturnMaterialLine,RMA_LINE_NO=1^RMA_NO=12533^,30,"Tech: Eval, Scrap/Return to RMA Shelf",19-Jan-21,,19-Jan-21,100265,Approved
ReturnMaterialLine,RMA_LINE_NO=1^RMA_NO=12533^,10,"Log in RMA, Add notes, Notice to cust",19-Jan-21,,19-Jan-21,100265,Approved
InventoryPart,CONTRACT=100^PART_NO=AS7004PD483Z3A0X0XA^,40,PRELIM - Connected Objects,19-Jan-21,Build Docs checked,19-Jan-21,100309,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3153443^DOC_REV=()^DOC_SHEET=1^,50,Close ECR,19-Jan-21,Closeout - Task is done,19-Jan-21,100309,Approved
OrderQuotation,QUOTATION_NO=1297762^,90,ENG/SME,19-Jan-21,"20, 01/15/2021, Sierra Nevada, Shane Peters 
Please requote per discussion with Shane e-mail attached doc 3163058",19-Jan-21,103161,Approved
InventoryPart,CONTRACT=100^PART_NO=S209282PA68Z59C12^,30,PRELIMINARY - Connected Objects,19-Jan-21,Docs Checked,19-Jan-21,100309,Approved
InventoryPart,CONTRACT=100^PART_NO=A13406A395^,45,Eng Coordinator,19-Jan-21,,19-Jan-21,100309,Approved
OrderQuotation,QUOTATION_NO=1298190^,40,Setup-SI: Eng Coordinator Cust Drwg,19-Jan-21,,18-Jan-21,100309,Approved
CustomerOrder,ORDER_NO=RMA12557^,20,Release Order,19-Jan-21,Release Order After Denied Party Approval,19-Jan-21,100294,Approved
InventoryPart,CONTRACT=100^PART_NO=264-237278^,30,Purchasing: Process RFQ if requested,19-Jan-21,,19-Jan-21,100308,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3165712^DOC_REV=()^DOC_SHEET=1^,10,Person initiating ECR,19-Jan-21,,19-Jan-21,103169,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3165676^DOC_REV=()^DOC_SHEET=1^,11,Process ECO,19-Jan-21,,19-Jan-21,103207,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165632^DOC_REV=()^DOC_SHEET=1^,40,QE Approval_Delete if QTech approves,19-Jan-21,,19-Jan-21,103456,Approved
ReturnMaterialLine,RMA_LINE_NO=1^RMA_NO=12557^,120,Send order confirmation to customer,19-Jan-21,,19-Jan-21,100294,Approved
ReturnMaterialLine,RMA_LINE_NO=1^RMA_NO=12557^,110,Create customer order,19-Jan-21,,19-Jan-21,100294,Approved
ReturnMaterialLine,RMA_LINE_NO=1^RMA_NO=12557^,80,Request lead time,19-Jan-21,1/15 email LT,19-Jan-21,100294,Approved
InventoryPart,CONTRACT=100^PART_NO=264-237278^,10,Snsr/Inst: DE - Set up - per SPI-0373,19-Jan-21,,19-Jan-21,103386,Approved
DocIssue,DOC_CLASS=580^DOC_NO=3165631^DOC_REV=()^DOC_SHEET=1^,30,Release Doc,19-Jan-21,,19-Jan-21,103551,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3165703^DOC_REV=()^DOC_SHEET=1^,10,Snsr/Inst Engineering Coordinator,19-Jan-21,,19-Jan-21,100309,Approved
InventoryPart,CONTRACT=100^PART_NO=HAP226218^,305,EC - Place on EPR,19-Jan-21,,19-Jan-21,100259,Approved
InventoryPart,CONTRACT=100^PART_NO=HAP226218 DRILLED COVER^,10,EC -Start Approval,19-Jan-21,,19-Jan-21,100259,Approved
InventoryPart,CONTRACT=100^PART_NO=HAP226218 ELE^,10,EC -Start Approval,19-Jan-21,,19-Jan-21,100259,Approved
InventoryPart,CONTRACT=100^PART_NO=HAP226218 LEADWIRE WHT^,10,EC -Start Approval,19-Jan-21,,19-Jan-21,100259,Approved
InventoryPart,CONTRACT=100^PART_NO=HAP226218 LEADWIRE RED^,10,EC -Start Approval,19-Jan-21,,19-Jan-21,100259,Approved
InventoryPart,CONTRACT=100^PART_NO=HAP226218 LEADWIRE BLU^,10,EC -Start Approval,19-Jan-21,,19-Jan-21,100259,Approved
InventoryPart,CONTRACT=100^PART_NO=HAP226218 LEADWIRE BLK^,10,EC -Start Approval,19-Jan-21,,19-Jan-21,100259,Approved
InventoryPart,CONTRACT=100^PART_NO=HAP226218 LAM^,10,EC -Start Approval,19-Jan-21,,19-Jan-21,100259,Approved
InventoryPart,CONTRACT=100^PART_NO=HAP226218 B4 PACKAGING^,10,EC -Start Approval,19-Jan-21,,19-Jan-21,100259,Approved
InventoryPart,CONTRACT=100^PART_NO=HAP226218^,295,EC - Prep for Launch Phase,19-Jan-21,Meeting on 6/10/20; 7/7/20 Staying in FR for a bit longer. 11/11/20 Stay in FR,19-Jan-21,100259,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3162196^DOC_REV=()^DOC_SHEET=1^,50,Mfg Eng or Orig - Review ECR Disposition,19-Jan-21,,19-Jan-21,104131,Approved
MrbHead,MRB_NUMBER=4936^,30,SQE Reveiw,19-Jan-21,,19-Jan-21,103491,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3139770^DOC_REV=()^DOC_SHEET=1^,20,SME review,19-Jan-21,"Craig, can EI 1125 be obsoleted, or is it still applicable?",20-Jan-21,100483,Approved
DocIssue,DOC_CLASS=580^DOC_NO=1552634^DOC_REV=6^DOC_SHEET=1^,30,Release Doc,19-Jan-21,,19-Jan-21,104131,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3143208^DOC_REV=()^DOC_SHEET=1^,20,SME review,19-Jan-21,"Craig, is this an unused EI that we can obsolete?  Or should it be reformatted in the current document template?",20-Jan-21,100483,Approved
NonConformanceReport,NCR_NO=817^,41,Document Completed Correction Activity,19-Jan-21,Must document for all product families.,20-Jan-21,100628,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3165047^DOC_REV=()^DOC_SHEET=1^,100,Release Documents,19-Jan-21,,19-Jan-21,100259,Approved
CustomerOrder,ORDER_NO=1703604^,10,Sales: Send quote to Engineering,19-Jan-21,,19-Jan-21,103303,Approved
InventoryPart,CONTRACT=100^PART_NO=229-237280^,10,Snsr/Inst: DE - Set up - per SPI-0373,19-Jan-21,,19-Jan-21,103386,Approved
MrbHead,MRB_NUMBER=4936^,20,Buyer - Get Certs,19-Jan-21,,19-Jan-21,100308,Approved
DocIssue,DOC_CLASS=580^DOC_NO=3165631^DOC_REV=()^DOC_SHEET=1^,20,Approval,19-Jan-21,,19-Jan-21,103424,Approved
ReturnMaterialLine,RMA_LINE_NO=2^RMA_NO=12573^,30,"Tech: Eval, Scrap/Return to RMA Shelf",19-Jan-21,,19-Jan-21,100265,Approved
ReturnMaterialLine,RMA_LINE_NO=2^RMA_NO=12573^,10,"Log in RMA, Add notes, Notice to cust",19-Jan-21,,19-Jan-21,100265,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3165623^DOC_REV=()^DOC_SHEET=1^,100,Release Documents,19-Jan-21,,19-Jan-21,100259,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165665^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,19-Jan-21,,19-Jan-21,103551,Approved
DocIssue,DOC_CLASS=580^DOC_NO=1552634^DOC_REV=6^DOC_SHEET=1^,20,Approval,19-Jan-21,,19-Jan-21,103104,Approved
DocIssue,DOC_CLASS=675^DOC_NO=3142789^DOC_REV=MU1^DOC_SHEET=1^,10,Snsr/Inst Eng coordinator- Inactive,19-Jan-21,,19-Jan-21,100309,Approved
DocIssue,DOC_CLASS=842^DOC_NO=SEO-2442^DOC_REV=()^DOC_SHEET=1^,20,Check in part,19-Jan-21,Unit arrived 1/11/21,19-Jan-21,100294,Approved
InventoryPart,CONTRACT=100^PART_NO=HSFAP236652^,110,Flex Proto Tech - HEMI Recipe Review,19-Jan-21,Flex to advise on commented sections in EM3B236652 PNL AI located in F:\Parts\236000\236652HSFAP\6-Mfg,19-Jan-21,100868,Approved
MrbHead,MRB_NUMBER=4937^,10,Quality Technician Disposition RMA,19-Jan-21,,20-Jan-21,100265,Approved
DocIssue,DOC_CLASS=842^DOC_NO=SEO-2442^DOC_REV=()^DOC_SHEET=1^,10,"Create SEO doc, Send to customer",19-Jan-21,UNIT WILL NEED TO BE EVALUATED FIRST TO DETERMINE IF CAN BE REPAIRED,19-Jan-21,100294,Approved
InventoryPart,CONTRACT=100^PART_NO=HSFAP236652^,105,DE - Prototype Release Meeting,19-Jan-21,,19-Jan-21,103022,Approved
InventoryPart,CONTRACT=100^PART_NO=HSFAP236652^,100,DE - IFS Review/Sign Off,19-Jan-21,,19-Jan-21,103022,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3165047^DOC_REV=()^DOC_SHEET=1^,30,MFG Engineer (optional),19-Jan-21,,19-Jan-21,100825,Approved
InventoryPart,CONTRACT=100^PART_NO=HL233880^,280,EC - Release to Planning/change status K,19-Jan-21,,19-Jan-21,100259,Approved
OrderQuotation,QUOTATION_NO=1298206^,10,Sales: Send quote to Engineering,19-Jan-21,"Removed Engineering, Quality, Purchasing and Finance, No clauses apply",19-Jan-21,103956,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3165623^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer,19-Jan-21,,19-Jan-21,100825,Approved
InventoryPart,CONTRACT=100^PART_NO=375-THDC2022-M06^,30,Purchasing: Process RFQ if requested,19-Jan-21,,19-Jan-21,100527,Approved
OrderQuotation,QUOTATION_NO=1296978^,80,Sales: CrossRef/Pricing/Quote,19-Jan-21,"This S228651 has a minimum A length of 7"".  The 6"" part requested is shorter than the minimum required length.  Please check with customer to see 
if a 7"" length would be acceptable.  If 6"" is required this may need to go through NPT to come up with a design to meet this.  kgh 1/14/2021",14-Jan-21,103303,Approved
InventoryPart,CONTRACT=100^PART_NO=375-TADT7311-S08^,30,Purchasing: Process RFQ if requested,19-Jan-21,,19-Jan-21,100527,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3162196^DOC_REV=()^DOC_SHEET=1^,20,MFG Eng - Delete if initiator,19-Jan-21,,19-Jan-21,104118,Approved
InventoryPart,CONTRACT=100^PART_NO=TS236796^,130,TSCS Design Engineer (Verification),19-Jan-21,,19-Jan-21,100573,Approved
InventoryPart,CONTRACT=100^PART_NO=375-TADT7310-S08^,30,Purchasing: Process RFQ if requested,19-Jan-21,,19-Jan-21,100527,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3165632^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,19-Jan-21,,19-Jan-21,100369,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3165132^DOC_REV=()^DOC_SHEET=1^,30,MFG Engineer (optional),19-Jan-21,,20-Jan-21,103772,Approved
InventoryPart,CONTRACT=100^PART_NO=375-THDC2021-M06^,30,Purchasing: Process RFQ if requested,19-Jan-21,,19-Jan-21,100527,Approved
InventoryPart,CONTRACT=100^PART_NO=375-TSI7051-M06^,30,Purchasing: Process RFQ if requested,19-Jan-21,,19-Jan-21,100527,Approved
OrderQuotation,QUOTATION_NO=1298046^,35,Heaters: Engineering reviewer,19-Jan-21,"10,1/18/21,Viasat,Shane Peters Spaceflight HAP236142 is stated on drawing but part not setup and need pricing for 3 pcs",19-Jan-21,103161,Approved
